condition	dummy_condition	timing	dummy_timing	subject	noun	adj	rt	log_rt	accuracy	original_similarity	fasttext_cos_similarity	ppmi_cos_similarity
cz	-0.5	noun	-0.5	17	vedova	nera	582.202347	2.7650739518535556	1	0.780218	0.343965508043766	0.2302927933954254
cz	-0.5	noun	-0.5	17	zucchero	amaro	827.318696	2.9176728387573143	1	0.6750849999999999	0.2773638404905796	0.543150190546855
cedx	0.5	noun	-0.5	17	zucchero	dolce	380.355464	2.58018965949732	1	0.654304	0.3296000249683857	0.5192597140243527
cedx	0.5	noun	-0.5	18	albicocca	secca	626.702346	2.797061320442667	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cz	-0.5	noun	-0.5	18	albicocca	viola	454.871848	2.6578890591940176	1	0.527671	0.27259038016200066	0.25158054207035807
cz	-0.5	noun	-0.5	18	alghe	fossili	1667.758751	3.2221332281440125	0	0.7088220000000001	0.298440620303154	0.3676731103539146
cz	-0.5	noun	-0.5	18	alghe	marine	558.998141	2.7474103636023726	1	0.608399	0.43535394966602325	0.3707736081900823
cz	-0.5	noun	-0.5	18	animale	adolescente	1066.675653	3.0280323823801245	1	0.864467	0.2568953037261963	0.21905588976032409
cedx	0.5	noun	-0.5	18	animale	adulto	1112.718237	3.046385206016783	1	0.618753	0.35911018401384354	0.3782989163009496
cedx	0.5	noun	-0.5	18	arancia	salata	618.96526	2.7916662745230414	1	0.876378	0.2513730265200138	0.5511826410125044
cz	-0.5	noun	-0.5	18	arma	bianca	2672.122993	3.4268564440549647	1	0.936895	0.217402171343565	0.1389418355429879
cedx	0.5	noun	-0.5	18	arma	nera	416.312827	2.6194197921250653	0	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	noun	-0.5	18	arma	perdente	518.641266	2.714867068706183	0	0.8775310000000001	0.16335944272577763	0.3057813473924631
cedx	0.5	noun	-0.5	18	arma	vincente	532.531718	2.7263454797955555	1	0.819511	0.2295991200953722	0.22965833666970703
cz	-0.5	noun	-0.5	18	automobile	agonistica	1683.213719	3.226139262196623	1	0.826823	0.18082776479423046	0.15957695604971267
cedx	0.5	noun	-0.5	18	automobile	sportiva	709.230852	2.8507876194301804	1	0.758631	0.31015152484178543	0.24527352279200842
cz	-0.5	noun	-0.5	18	avvocato	attaccante	2358.128617	3.3725674886853034	1	0.7590790000000001	0.26176048442721367	0.20517030239631395
cz	-0.5	noun	-0.5	18	avvocato	difensore	574.539641	2.759319998687715	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cedx	0.5	noun	-0.5	18	bacio	distaccato	2544.300533	3.405568408908263	0	0.983259	0.015279696875950322	0.20812165541724936
cedx	0.5	noun	-0.5	18	bacio	passionale	541.617301	2.733692528662361	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cz	-0.5	noun	-0.5	18	banana	rosa	744.141364	2.8716554459938908	1	0.814661	0.2685186266899109	0.1976145457234456
cedx	0.5	noun	-0.5	18	bandiera	bianca	400.231873	2.602311671298777	1	0.684732	0.34679391607642174	0.2994256726005339
cz	-0.5	noun	-0.5	18	barba	lunga	556.452985	2.745428476455775	1	0.811596	0.32244958728551865	0.17894658446826317
cz	-0.5	noun	-0.5	18	bistecca	bassa	1226.559521	3.0886886279722026	1	0.940405	0.17622598446905613	0.12579820621847682
cz	-0.5	noun	-0.5	18	bottiglia	ocra	618.546771	2.7913725440932557	1	0.853205	0.18193227238953114	0.17446407079653292
cedx	0.5	noun	-0.5	18	bottiglia	verde	618.758809	2.7915213948472553	1	0.898686	0.22451960295438766	0.16464485738667733
cedx	0.5	noun	-0.5	18	braccio	armato	488.982608	2.689293412530668	1	0.752888	0.31517235189676285	0.3926403379259267
cedx	0.5	noun	-0.5	18	braccio	calmo	1333.47695	3.1249855130335242	1	0.822166	0.2126411646604538	0.28800195012107555
cedx	0.5	noun	-0.5	18	braccio	inerme	2639.308837	3.4214902118787296	1	0.726704	0.2384091205894947	0.4023855187917327
cz	-0.5	noun	-0.5	18	brezza	diurna	1554.727626	3.1916543156224604	1	0.68754	0.2646711394190788	0.24727994830815958
cz	-0.5	noun	-0.5	18	brezza	notturna	458.604515	2.6614383260806482	1	0.814256	0.21930839866399765	0.3751581155136803
cedx	0.5	noun	-0.5	18	cane	fedele	749.777416	2.8749323549248325	1	0.878063	0.2750668078660965	0.213522750960907
cz	-0.5	noun	-0.5	18	cane	infido	1244.877212	3.0951265170697795	1	0.793918	0.226072046905756	0.24787474751334027
cedx	0.5	noun	-0.5	18	carota	grassa	780.642372	2.8924521203840783	1	0.821836	0.27130618318915367	0.31121793647628904
cedx	0.5	noun	-0.5	18	casco	beige	637.751027	2.8046511666468983	0	0.7846	0.15871575754135847	0.22118333002449186
cz	-0.5	noun	-0.5	18	cavallo	pazzo	533.173769	2.7268687749151512	1	0.719265	0.3995155096054077	0.37472091554293097
cedx	0.5	noun	-0.5	18	cavallo	razionale	1370.696834	3.1369414096543946	1	0.903464	0.10613321885466576	0.13797198586870918
cz	-0.5	noun	-0.5	18	caverna	buia	456.560401	2.659498240984766	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cz	-0.5	noun	-0.5	18	cenere	gialla	2828.121521	3.4514980666403714	1	0.822435	0.20430271700024605	0.2017596762549141
cz	-0.5	noun	-0.5	18	cuore	affollato	1149.034235	3.0603329685055973	1	0.94702	0.20840153470635414	0.23276731213036184
cedx	0.5	noun	-0.5	18	cuore	aperto	416.181037	2.6192822879998743	1	0.867681	0.282264307141304	0.19281328460894742
cz	-0.5	noun	-0.5	18	cuore	logico	1988.346983	3.298492174655298	1	0.949962	0.14183794520795345	0.12292968740297217
cedx	0.5	noun	-0.5	18	cuore	matto	582.284829	2.7651354750343247	1	0.952782	0.30408861115574837	0.28624269838854155
cz	-0.5	noun	-0.5	18	cuore	solitario	998.903701	2.9995236222198036	1	0.851199	0.3012188971042633	0.3417039188547859
cedx	0.5	noun	-0.5	18	denaro	difficile	749.768616	2.874927257660248	1	0.953732	0.14086881466209888	0.20681659682695008
cedx	0.5	noun	-0.5	18	denaro	facile	745.830336	2.872640043934733	1	0.863129	0.19752413779497147	0.21270327951709544
cedx	0.5	noun	-0.5	18	denaro	sporco	553.385137	2.7430274905375533	1	0.642911	0.34373852610588074	0.22006035056974338
cedx	0.5	noun	-0.5	18	elefante	africano	745.227396	2.872288812022552	1	0.617944	0.3814227879047394	0.2909769394802192
cz	-0.5	noun	-0.5	18	elefante	europeo	1168.322301	3.0675626666094535	1	0.878978	0.19611775875091553	0.09412376593253446
cedx	0.5	noun	-0.5	18	erba	rossa	569.503875	2.7554966834377566	1	0.841343	0.3038061186671257	0.2310238120523711
cz	-0.5	noun	-0.5	18	erba	secca	478.214131	2.6796224051646367	1	0.809669	0.260718934237957	0.4255355136634783
cz	-0.5	noun	-0.5	18	famiglia	semplice	683.89048	2.8349865582406415	1	1.05081	0.19875510595738888	0.06711052002181772
cz	-0.5	noun	-0.5	18	ferita	aperta	432.732931	2.636219946290445	1	0.798561	0.3014269657433033	0.09350044125435764
cz	-0.5	noun	-0.5	18	ferita	otturata	1698.407409	3.2300418756944462	1	0.6919390000000001	0.2601533830165863	nan
cedx	0.5	noun	-0.5	18	ferro	caldo	492.115409	2.6920669637719405	1	0.750679	0.3137762248516083	0.21387825280103612
cz	-0.5	noun	-0.5	18	fiamma	pigra	596.979155	2.7759591669308348	1	0.954586	0.153572091832757	0.0972954642132624
cz	-0.5	noun	-0.5	18	fiamma	viva	503.279956	2.7018096342081095	1	0.783726	0.2946101501584053	0.15318389485285966
cz	-0.5	noun	-0.5	18	folla	rinsavita	2418.290732	3.3835085114599015	1	0.839333	0.1687691118568182	nan
cedx	0.5	noun	-0.5	18	formaggio	fiacco	1051.016959	3.02160972377391	1	0.923882	0.1605277005583048	0.0771850518038486
cz	-0.5	noun	-0.5	18	formaggio	fresco	367.78599	2.5655951817221316	1	0.593484	0.3501848876476288	0.6851910988973652
cedx	0.5	noun	-0.5	18	fragola	fresca	482.994487	2.6839421736518374	1	0.717123	0.3194972313940525	0.5591392148376614
cedx	0.5	noun	-0.5	18	fragola	rancida	1702.179118	3.231005258372541	0	0.663941	0.24179070070385933	0.11592745986740449
cedx	0.5	noun	-0.5	18	fumo	nero	342.267523	2.5343656918605073	1	0.812208	0.32503848895430565	0.13082850564040593
cedx	0.5	noun	-0.5	18	fumo	pulito	728.223978	2.8622649747100426	1	0.841869	0.14533876813948154	0.1896509209092786
cedx	0.5	noun	-0.5	18	gallina	giovane	487.429827	2.6879121011826603	0	0.826796	0.25562041252851486	0.20610276630521207
cz	-0.5	noun	-0.5	18	gallina	vecchia	642.715764	2.808018952056429	1	0.763306	0.3605252429842949	0.23222978274302708
cz	-0.5	noun	-0.5	18	ghiaccio	snello	775.390098	2.8895202506157123	1	0.960087	0.15401805192232132	0.11262567934325318
cedx	0.5	noun	-0.5	18	gufo	muto	1639.14017	3.21461609356721	1	0.815701	0.21084700152277946	0.27745876036622286
cz	-0.5	noun	-0.5	18	gufo	parlante	1821.93533	3.2605329575312743	0	0.723986	0.3262294605374336	0.24708163792581495
cedx	0.5	noun	-0.5	18	inverno	lento	1089.484767	3.037221162389441	1	0.871128	0.2219063676893711	0.1512704516624409
cedx	0.5	noun	-0.5	18	inverno	lungo	423.107616	2.626450842766902	1	0.86466	0.2586267814040184	nan
cz	-0.5	noun	-0.5	18	investigatore	pubblico	910.625024	2.9593395805601244	1	0.7356400000000001	0.27939198911190033	0.2659528840015024
cedx	0.5	noun	-0.5	18	lago	maggiore	497.618482	2.6968965020717386	1	0.922953	0.2991532161831856	0.05041958335152308
cedx	0.5	noun	-0.5	18	latte	diviso	585.517992	2.7675402447649393	1	0.939622	0.09467680845409632	0.07064811590287634
cz	-0.5	noun	-0.5	18	latte	materno	689.339916	2.8384334269007336	1	0.6029800000000001	0.42501869797706604	0.37382898112971685
cz	-0.5	noun	-0.5	18	latte	paterno	620.892669	2.793016532077192	1	0.969623	0.20753974840044975	0.08513625110545309
cz	-0.5	noun	-0.5	18	letto	caldo	503.746985	2.7022124598404185	1	0.821632	0.19562644883990288	0.14158259962618047
cz	-0.5	noun	-0.5	18	letto	temperato	1744.344114	3.241632164122569	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cedx	0.5	noun	-0.5	18	limone	blu	483.272944	2.6841924818750376	1	0.737665	0.2863672748208046	0.061975429089768164
cedx	0.5	noun	-0.5	18	limone	giallo	370.284282	2.5685352773058665	1	0.723707	0.347186379134655	0.21184497231416222
cz	-0.5	noun	-0.5	18	limone	rosso	469.358047	2.6715042681116166	1	0.698731	0.32045847550034523	0.26052838909200937
cz	-0.5	noun	-0.5	18	mela	gialla	1064.977811	3.0273405592671057	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cedx	0.5	noun	-0.5	18	mela	nera	471.258847	2.67325951635383	1	0.885539	0.269665140658617	0.15359974909366714
cz	-0.5	noun	-0.5	18	mela	rossa	645.520311	2.809909911693759	1	0.804145	0.3494937941431999	0.2497925885439951
cedx	0.5	noun	-0.5	18	melanzana	gialla	755.067194	2.877985601542983	1	0.647314	0.3486209660768509	0.26487736197637646
cz	-0.5	noun	-0.5	18	melanzana	viola	645.565707	2.8099404522341005	1	0.788748	0.3707217052578926	0.21992735335061964
cedx	0.5	noun	-0.5	18	notte	opaca	679.108728	2.8319393121158103	1	0.932573	0.20476436242461205	0.06664396393034588
cz	-0.5	noun	-0.5	18	notte	superficiale	795.927974	2.9008737688562047	1	1.01228	0.12752355076372623	0.06660391439035507
cz	-0.5	noun	-0.5	18	oca	bianca	640.287732	2.8063751807625628	1	0.728925	0.3143697753548622	0.19699363556759852
cedx	0.5	noun	-0.5	18	orso	affamato	576.128949	2.760519697957105	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cedx	0.5	noun	-0.5	18	orso	polare	909.91837	2.9590024329269076	1	0.737036	0.38528771698474884	0.29274108258772336
cz	-0.5	noun	-0.5	18	orso	sazio	842.817313	2.925733448225975	0	0.894186	0.21320319920778275	0.24069987547073035
cedx	0.5	noun	-0.5	18	orso	tropicale	734.287319	2.8658660280908603	1	0.813721	0.2131226882338524	0.22419646235666713
cedx	0.5	noun	-0.5	18	pecora	nera	362.159925	2.5589003915488	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cedx	0.5	noun	-0.5	18	pelle	sensibile	588.434145	2.769697865542298	1	0.764155	0.2917226254940033	0.40765116930379564
cedx	0.5	noun	-0.5	18	peperone	cremisi	1647.580698	3.216846695398247	1	0.77868	0.20727806724607944	0.14066387698033356
cedx	0.5	noun	-0.5	18	peperone	giallo	494.054831	2.693775150298742	1	0.592244	0.35326652228832245	0.2943692554608246
cedx	0.5	noun	-0.5	18	peperone	ocra	1008.592922	3.0037159160865206	1	0.69827	0.20762163400650024	0.19317066129976257
cz	-0.5	noun	-0.5	18	peperone	rosso	422.691501	2.6260235156172627	1	0.588954	0.3921602591872215	0.37075455903055266
cedx	0.5	noun	-0.5	18	pera	corta	2402.904699	3.380736546701044	1	0.843301	0.1959917638450861	0.19289694662394996
cedx	0.5	noun	-0.5	18	persona	aperta	594.816171	2.774382766979373	1	0.983742	0.19385155104100704	0.13445630771407924
cedx	0.5	noun	-0.5	18	pianeta	blu	555.665525	2.744813452810725	1	0.891621	0.2689633257687092	0.12605795786848062
cedx	0.5	noun	-0.5	18	pianeta	rosso	480.350645	2.6815583781952803	1	0.866105	0.3122847005724907	0.1364631502055058
cedx	0.5	noun	-0.5	18	piccione	verde	576.861584	2.761071618153265	1	0.821995	0.2455398328602314	0.13133113103114646
cedx	0.5	noun	-0.5	18	poltrona	piena	1031.371375	3.013415073694645	1	0.972675	0.13411768525838852	0.14346737638531848
cedx	0.5	noun	-0.5	18	poltrona	vuota	624.081762	2.795241491059499	1	0.765161	0.28215455636382103	0.24960600643698438
cedx	0.5	noun	-0.5	18	pomodoro	fresco	652.990883	2.814907117736893	1	0.634823	0.2939916253089905	0.6864097093111344
cz	-0.5	noun	-0.5	18	pomodoro	rancido	967.566758	2.985680939200836	0	0.670863	0.2584523521363735	0.22601746479997675
cz	-0.5	noun	-0.5	18	principe	azzurro	495.678431	2.695200021383501	1	0.705777	0.3843027651309967	0.2562989518509684
cz	-0.5	noun	-0.5	18	quercia	stretta	569.731069	2.75566990337338	1	0.967057	0.2183153536170721	0.14881720362234174
cedx	0.5	noun	-0.5	18	romanzo	giallo	413.149297	2.6161070181132047	1	0.601623	0.393206350505352	0.23470357910746908
cz	-0.5	noun	-0.5	18	sale	grosso	480.138537	2.6813665648210305	1	0.83607	0.2734149321913719	0.11970501605777528
cz	-0.5	noun	-0.5	18	sale	sottile	601.685899	2.779369833565365	0	0.811165	0.09799576736986637	0.1852163965825735
cedx	0.5	noun	-0.5	18	scatola	fatata	2039.000068	3.3094172402617223	1	0.801715	0.28965921327471733	0.14014818359736503
cz	-0.5	noun	-0.5	18	scatola	magica	535.046004	2.7283911248705697	1	0.837242	0.31449414789676666	0.1805201805710045
cz	-0.5	noun	-0.5	18	scuola	materna	445.575206	2.648921016553087	1	0.340997	0.4596046954393387	0.49612169432626696
cz	-0.5	noun	-0.5	18	scuola	paterna	1486.555833	3.172181225352892	0	0.718461	0.2697770893573761	0.20595144163406864
cz	-0.5	noun	-0.5	18	sedia	analogica	2118.744631	3.3260786150256103	1	1.00834	0.14173067919909954	0.11793135131114751
cz	-0.5	noun	-0.5	18	sedia	elettrica	557.902052	2.746557958776632	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cz	-0.5	noun	-0.5	18	segretaria	privata	569.236174	2.7552924909719803	1	0.893648	0.28836536034941673	0.29028630729706917
cedx	0.5	noun	-0.5	18	soldato	complesso	2002.400584	3.3015509632621427	0	0.949142	0.1440982837229967	0.12048866132042557
cz	-0.5	noun	-0.5	18	soldato	semplice	1726.337635	3.237125738469173	1	0.911369	0.23032625392079353	0.083931854577324
cz	-0.5	noun	-0.5	18	sole	caldo	433.052455	2.6365405049845045	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cedx	0.5	noun	-0.5	18	sole	freddo	1139.328602	3.056649000157544	0	0.6241479999999999	0.3522321544587612	0.3576938540793342
cz	-0.5	noun	-0.5	18	sorriso	depresso	1035.272709	3.015054765651326	0	0.843623	0.21840600669384003	0.3196274973343728
cedx	0.5	noun	-0.5	18	sorriso	diabolico	599.727409	2.7779538976045615	1	0.8368990000000001	0.26938479766249657	0.31966077594230313
cz	-0.5	noun	-0.5	18	sorriso	divertito	670.280091	2.826256319949823	1	0.61827	0.2512144409120083	0.5034819032916004
cedx	0.5	noun	-0.5	18	specchio	muto	2071.936866	3.3163765178851863	1	0.76806	0.20689435675740242	0.329372974255424
cedx	0.5	noun	-0.5	18	stazione	centrale	490.715021	2.690829352127171	1	0.6878960000000001	0.47584428638219833	0.4190549741534553
cz	-0.5	noun	-0.5	18	stazione	laterale	1488.055675	3.1726191804658708	1	0.80093	0.19759603776037693	0.1786901936369374
cedx	0.5	noun	-0.5	18	stella	rossa	802.524064	2.9044580637631707	0	0.667088	0.4219701364636421	0.28321203348290314
cedx	0.5	noun	-0.5	18	stella	verde	607.126534	2.783279213795309	1	0.913502	0.21525014378130436	0.15076214055860426
cedx	0.5	noun	-0.5	18	torre	medievale	535.449338	2.728718385965467	1	0.754339	0.30627209693193436	0.690151873167059
cedx	0.5	noun	-0.5	18	torre	moderna	2440.236748	3.3874319629625824	0	0.892562	0.24112088605761528	0.2632337770453206
cz	-0.5	noun	-0.5	18	uniforme	militare	727.581089	2.8618814025276746	1	0.767898	0.33674194663763046	0.1261977831598784
cz	-0.5	noun	-0.5	18	uova	fresche	518.743513	2.7149526788075335	1	0.677354	0.36153218895196915	0.5662431419974366
cz	-0.5	noun	-0.5	18	uova	stantie	1700.194927	3.230498716006161	0	0.864464	0.18767932429909706	0.07462379246241002
cz	-0.5	noun	-0.5	18	uva	bianca	1083.428061	3.034800079709404	1	0.848542	0.30750293657183647	0.19995204144680467
cz	-0.5	noun	-0.5	18	uva	marrone	1008.645303	3.0037384704670393	1	0.83509	0.2657885439693928	0.21139487299283877
cz	-0.5	noun	-0.5	18	vedova	bianca	581.416493	2.7644873472095988	0	0.8084210000000001	0.3588878810405731	0.17917221297848196
cz	-0.5	noun	-0.5	18	vedova	nera	432.108899	2.635593210413979	1	0.780218	0.343965508043766	0.2302927933954254
cz	-0.5	noun	-0.5	18	zucchero	amaro	965.923253	2.9849426211124817	1	0.6750849999999999	0.2773638404905796	0.543150190546855
cedx	0.5	noun	-0.5	18	zucchero	dolce	679.154753	2.8319687444075807	1	0.654304	0.3296000249683857	0.5192597140243527
cz	-0.5	noun	-0.5	19	albicocca	secca	609.590674	2.7850383142020823	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cz	-0.5	noun	-0.5	19	albicocca	viola	441.799656	2.6452253733793274	1	0.527671	0.27259038016200066	0.25158054207035807
cz	-0.5	noun	-0.5	19	alghe	fossili	504.445048	2.7028138630402934	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cedx	0.5	noun	-0.5	19	alghe	marine	450.230546	2.653434956477957	1	0.608399	0.43535394966602325	0.3707736081900823
cedx	0.5	noun	-0.5	19	animale	adolescente	592.757878	2.7728773346438027	1	0.864467	0.2568953037261963	0.21905588976032409
cz	-0.5	noun	-0.5	19	animale	adulto	423.168028	2.6265128476195083	0	0.618753	0.35911018401384354	0.3782989163009496
cz	-0.5	noun	-0.5	19	arancia	salata	376.200816	2.575419733223698	1	0.876378	0.2513730265200138	0.5511826410125044
cedx	0.5	noun	-0.5	19	arma	bianca	396.386552	2.598118911980585	1	0.936895	0.217402171343565	0.1389418355429879
cz	-0.5	noun	-0.5	19	arma	nera	501.712578	2.70045498898374	1	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	noun	-0.5	19	arma	perdente	695.920361	2.842559543120373	0	0.8775310000000001	0.16335944272577763	0.3057813473924631
cz	-0.5	noun	-0.5	19	arma	vincente	453.120578	2.6562137856594665	0	0.819511	0.2295991200953722	0.22965833666970703
cz	-0.5	noun	-0.5	19	automobile	agonistica	1228.169223	3.0892582100883716	1	0.826823	0.18082776479423046	0.15957695604971267
cedx	0.5	noun	-0.5	19	automobile	sportiva	429.564791	2.6330286774841953	1	0.758631	0.31015152484178543	0.24527352279200842
cedx	0.5	noun	-0.5	19	avvocato	attaccante	780.968112	2.892633301399493	0	0.7590790000000001	0.26176048442721367	0.20517030239631395
cedx	0.5	noun	-0.5	19	avvocato	difensore	441.711656	2.6451388596833176	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cedx	0.5	noun	-0.5	19	bacio	distaccato	579.269083	2.762880349764708	1	0.983259	0.015279696875950322	0.20812165541724936
cedx	0.5	noun	-0.5	19	bacio	passionale	438.285802	2.6417574021781967	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cz	-0.5	noun	-0.5	19	banana	rosa	428.340962	2.6317896077141913	1	0.814661	0.2685186266899109	0.1976145457234456
cedx	0.5	noun	-0.5	19	bandiera	bianca	447.563587	2.6508547458450287	1	0.684732	0.34679391607642174	0.2994256726005339
cz	-0.5	noun	-0.5	19	barba	lunga	461.061252	2.6637586252563046	1	0.811596	0.32244958728551865	0.17894658446826317
cedx	0.5	noun	-0.5	19	bistecca	bassa	451.706292	2.654856140067368	1	0.940405	0.17622598446905613	0.12579820621847682
cedx	0.5	noun	-0.5	19	bottiglia	ocra	492.345605	2.692270065475221	1	0.853205	0.18193227238953114	0.17446407079653292
cz	-0.5	noun	-0.5	19	bottiglia	verde	622.645616	2.7942409346108468	0	0.898686	0.22451960295438766	0.16464485738667733
cedx	0.5	noun	-0.5	19	braccio	armato	435.429782	2.638918130070079	1	0.752888	0.31517235189676285	0.3926403379259267
cz	-0.5	noun	-0.5	19	braccio	calmo	512.612986	2.7097896039487046	1	0.822166	0.2126411646604538	0.28800195012107555
cedx	0.5	noun	-0.5	19	braccio	inerme	609.290357	2.7848243047700807	0	0.726704	0.2384091205894947	0.4023855187917327
cz	-0.5	noun	-0.5	19	brezza	diurna	583.915484	2.76634999182364	1	0.68754	0.2646711394190788	0.24727994830815958
cz	-0.5	noun	-0.5	19	brezza	notturna	651.329359	2.813800654658534	1	0.814256	0.21930839866399765	0.3751581155136803
cz	-0.5	noun	-0.5	19	cane	fedele	683.724887	2.8348813881347352	1	0.878063	0.2750668078660965	0.213522750960907
cz	-0.5	noun	-0.5	19	cane	infido	488.975834	2.6892873960974657	1	0.793918	0.226072046905756	0.24787474751334027
cedx	0.5	noun	-0.5	19	carota	grassa	452.139867	2.65527280222289	1	0.821836	0.27130618318915367	0.31121793647628904
cz	-0.5	noun	-0.5	19	casco	beige	547.300565	2.7382258964820916	1	0.7846	0.15871575754135847	0.22118333002449186
cz	-0.5	noun	-0.5	19	cavallo	pazzo	557.974826	2.746614605432359	1	0.719265	0.3995155096054077	0.37472091554293097
cz	-0.5	noun	-0.5	19	cavallo	razionale	436.316138	2.639801276509014	1	0.903464	0.10613321885466576	0.13797198586870918
cz	-0.5	noun	-0.5	19	caverna	buia	438.65624	2.6421243116913713	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cedx	0.5	noun	-0.5	19	cenere	gialla	449.13739	2.652379210918324	1	0.822435	0.20430271700024605	0.2017596762549141
cedx	0.5	noun	-0.5	19	cuore	affollato	540.449065	2.732754769830869	1	0.94702	0.20840153470635414	0.23276731213036184
cedx	0.5	noun	-0.5	19	cuore	aperto	364.933811	2.562214102472557	1	0.867681	0.282264307141304	0.19281328460894742
cz	-0.5	noun	-0.5	19	cuore	logico	516.692974	2.7132325560419344	1	0.949962	0.14183794520795345	0.12292968740297217
cedx	0.5	noun	-0.5	19	cuore	matto	467.42917	2.6697158111258337	1	0.952782	0.30408861115574837	0.28624269838854155
cz	-0.5	noun	-0.5	19	cuore	solitario	359.073011	2.555182763482352	0	0.851199	0.3012188971042633	0.3417039188547859
cedx	0.5	noun	-0.5	19	denaro	difficile	531.565255	2.725556586162875	1	0.953732	0.14086881466209888	0.20681659682695008
cz	-0.5	noun	-0.5	19	denaro	facile	559.855373	2.7480758505414573	1	0.863129	0.19752413779497147	0.21270327951709544
cz	-0.5	noun	-0.5	19	denaro	sporco	518.992358	2.7151609630452493	1	0.642911	0.34373852610588074	0.22006035056974338
cz	-0.5	noun	-0.5	19	elefante	africano	581.064842	2.7642245987440264	1	0.617944	0.3814227879047394	0.2909769394802192
cz	-0.5	noun	-0.5	19	elefante	europeo	630.456175	2.799654902777182	1	0.878978	0.19611775875091553	0.09412376593253446
cz	-0.5	noun	-0.5	19	erba	rossa	471.4998	2.673481512855076	1	0.841343	0.3038061186671257	0.2310238120523711
cedx	0.5	noun	-0.5	19	erba	secca	518.895977	2.7150803036232882	1	0.809669	0.260718934237957	0.4255355136634783
cz	-0.5	noun	-0.5	19	famiglia	semplice	835.401566	2.9218952850355437	0	1.05081	0.19875510595738888	0.06711052002181772
cedx	0.5	noun	-0.5	19	ferita	aperta	333.100366	2.522575109880288	1	0.798561	0.3014269657433033	0.09350044125435764
cz	-0.5	noun	-0.5	19	ferita	otturata	490.11257	2.690295841079518	1	0.6919390000000001	0.2601533830165863	nan
cz	-0.5	noun	-0.5	19	ferro	caldo	545.009142	2.7364037872066502	1	0.750679	0.3137762248516083	0.21387825280103612
cz	-0.5	noun	-0.5	19	fiamma	pigra	443.856482	2.6472425666209016	1	0.954586	0.153572091832757	0.0972954642132624
cz	-0.5	noun	-0.5	19	fiamma	viva	709.394281	2.8508876829516083	1	0.783726	0.2946101501584053	0.15318389485285966
cedx	0.5	noun	-0.5	19	folla	rinsavita	640.19177	2.8063100867613153	1	0.839333	0.1687691118568182	nan
cedx	0.5	noun	-0.5	19	formaggio	fiacco	603.187137	2.7804520716059407	1	0.923882	0.1605277005583048	0.0771850518038486
cedx	0.5	noun	-0.5	19	formaggio	fresco	311.817982	2.4939011565814617	1	0.593484	0.3501848876476288	0.6851910988973652
cedx	0.5	noun	-0.5	19	fragola	fresca	403.398127	2.6057338774279293	1	0.717123	0.3194972313940525	0.5591392148376614
cedx	0.5	noun	-0.5	19	fragola	rancida	489.544621	2.6897922830051173	1	0.663941	0.24179070070385933	0.11592745986740449
cz	-0.5	noun	-0.5	19	fumo	nero	491.074983	2.6911478102835233	1	0.812208	0.32503848895430565	0.13082850564040593
cz	-0.5	noun	-0.5	19	fumo	pulito	497.545638	2.69683292311695	1	0.841869	0.14533876813948154	0.1896509209092786
cz	-0.5	noun	-0.5	19	gallina	giovane	591.496964	2.771952519849104	1	0.826796	0.25562041252851486	0.20610276630521207
cedx	0.5	noun	-0.5	19	gallina	vecchia	400.474571	2.602574944827263	1	0.763306	0.3605252429842949	0.23222978274302708
cz	-0.5	noun	-0.5	19	ghiaccio	snello	546.370209	2.737487011281767	1	0.960087	0.15401805192232132	0.11262567934325318
cz	-0.5	noun	-0.5	19	gufo	muto	462.829843	2.665421354239018	1	0.815701	0.21084700152277946	0.27745876036622286
cz	-0.5	noun	-0.5	19	gufo	parlante	693.550367	2.8410780058792104	1	0.723986	0.3262294605374336	0.24708163792581495
cz	-0.5	noun	-0.5	19	inverno	lento	513.150764	2.710244979836743	1	0.871128	0.2219063676893711	0.1512704516624409
cedx	0.5	noun	-0.5	19	inverno	lungo	413.146084	2.6161036406571463	1	0.86466	0.2586267814040184	nan
cz	-0.5	noun	-0.5	19	investigatore	pubblico	680.378302	2.83275045504058	1	0.7356400000000001	0.27939198911190033	0.2659528840015024
cedx	0.5	noun	-0.5	19	lago	maggiore	430.164309	2.6336343738632175	0	0.922953	0.2991532161831856	0.05041958335152308
cedx	0.5	noun	-0.5	19	latte	diviso	527.809051	2.722476833336953	1	0.939622	0.09467680845409632	0.07064811590287634
