condition	dummy_condition	timing	dummy_timing	subject	noun	adj	rt	log_rt	accuracy	original_similarity	fasttext_cos_similarity	ppmi_cos_similarity
cedx	0.5	noun	-0.5	2	letto	temperato	352.561569	2.5472349702410444	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cz	-0.5	noun	-0.5	2	limone	blu	344.278463	2.5369098554295917	1	0.737665	0.2863672748208046	0.061975429089768164
cedx	0.5	noun	-0.5	2	limone	giallo	266.995945	2.426504665568706	1	0.723707	0.347186379134655	0.21184497231416222
cz	-0.5	noun	-0.5	2	limone	rosso	414.431722	2.6174529903720325	1	0.698731	0.32045847550034523	0.26052838909200937
cz	-0.5	noun	-0.5	2	mela	gialla	424.435508	2.627811709544555	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cz	-0.5	noun	-0.5	2	mela	nera	555.647855	2.744799642154552	1	0.885539	0.269665140658617	0.15359974909366714
cz	-0.5	noun	-0.5	2	mela	rossa	292.318018	2.4658555853773008	1	0.804145	0.3494937941431999	0.2497925885439951
cz	-0.5	noun	-0.5	2	melanzana	gialla	581.842245	2.76480525026328	1	0.647314	0.3486209660768509	0.26487736197637646
cz	-0.5	noun	-0.5	2	melanzana	viola	750.277619	2.8752219915124435	1	0.788748	0.3707217052578926	0.21992735335061964
cedx	0.5	noun	-0.5	2	notte	opaca	363.830249	2.5608988036545157	1	0.932573	0.20476436242461205	0.06664396393034588
cedx	0.5	noun	-0.5	2	notte	superficiale	433.044633	2.6365326604795762	1	1.01228	0.12752355076372623	0.06660391439035507
cedx	0.5	noun	-0.5	2	oca	bianca	386.868792	2.5875636973902987	1	0.728925	0.3143697753548622	0.19699363556759852
cedx	0.5	noun	-0.5	2	orso	affamato	346.247149	2.53938620610524	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cz	-0.5	noun	-0.5	2	orso	polare	449.42793	2.6526600584435087	1	0.737036	0.38528771698474884	0.29274108258772336
cz	-0.5	noun	-0.5	2	orso	sazio	631.160525	2.800139828745759	0	0.894186	0.21320319920778275	0.24069987547073035
cedx	0.5	noun	-0.5	2	orso	tropicale	427.94175	2.631384658323432	1	0.813721	0.2131226882338524	0.22419646235666713
cz	-0.5	noun	-0.5	2	pecora	nera	332.127407	2.5213047148568886	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cedx	0.5	noun	-0.5	2	pelle	sensibile	415.090605	2.6181429038366453	1	0.764155	0.2917226254940033	0.40765116930379564
cedx	0.5	noun	-0.5	2	peperone	cremisi	317.318123	2.501494876683239	1	0.77868	0.20727806724607944	0.14066387698033356
cedx	0.5	noun	-0.5	2	peperone	giallo	452.731702	2.655840906515597	1	0.592244	0.35326652228832245	0.2943692554608246
cedx	0.5	noun	-0.5	2	peperone	ocra	309.217722	2.490264376404922	1	0.69827	0.20762163400650024	0.19317066129976257
cz	-0.5	noun	-0.5	2	peperone	rosso	317.45145	2.501677315110357	1	0.588954	0.3921602591872215	0.37075455903055266
cz	-0.5	noun	-0.5	2	pera	corta	555.967728	2.745049583023983	1	0.843301	0.1959917638450861	0.19289694662394996
cedx	0.5	noun	-0.5	2	persona	aperta	525.894213	2.7208983918136576	1	0.983742	0.19385155104100704	0.13445630771407924
cz	-0.5	noun	-0.5	2	pianeta	blu	381.17156	2.581120489563788	1	0.891621	0.2689633257687092	0.12605795786848062
cedx	0.5	noun	-0.5	2	pianeta	rosso	574.819006	2.7595311193516485	1	0.866105	0.3122847005724907	0.1364631502055058
cz	-0.5	noun	-0.5	2	piccione	verde	417.621024	2.6207823539246555	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	noun	-0.5	2	poltrona	piena	705.374705	2.8484198816486113	1	0.972675	0.13411768525838852	0.14346737638531848
cedx	0.5	noun	-0.5	2	poltrona	vuota	400.518432	2.602622507265932	0	0.765161	0.28215455636382103	0.24960600643698438
cz	-0.5	noun	-0.5	2	pomodoro	fresco	303.595988	2.482296028089799	1	0.634823	0.2939916253089905	0.6864097093111344
cedx	0.5	noun	-0.5	2	pomodoro	rancido	512.200643	2.7094401193318967	0	0.670863	0.2584523521363735	0.22601746479997675
cz	-0.5	noun	-0.5	2	principe	azzurro	393.237758	2.594655211356854	1	0.705777	0.3843027651309967	0.2562989518509684
cedx	0.5	noun	-0.5	2	quercia	stretta	437.241046	2.6407209245827152	1	0.967057	0.2183153536170721	0.14881720362234174
cz	-0.5	noun	-0.5	2	romanzo	giallo	333.916322	2.5236376481088323	1	0.601623	0.393206350505352	0.23470357910746908
cz	-0.5	noun	-0.5	2	sale	grosso	312.948084	2.495472296963689	1	0.83607	0.2734149321913719	0.11970501605777528
cz	-0.5	noun	-0.5	2	sale	sottile	539.191783	2.73174326515755	1	0.811165	0.09799576736986637	0.1852163965825735
cedx	0.5	noun	-0.5	2	scatola	fatata	404.668051	2.6070989177048305	1	0.801715	0.28965921327471733	0.14014818359736503
cz	-0.5	noun	-0.5	2	scatola	magica	602.153137	2.779706953212189	1	0.837242	0.31449414789676666	0.1805201805710045
cz	-0.5	noun	-0.5	2	scuola	materna	368.321812	2.566227438514819	1	0.340997	0.4596046954393387	0.49612169432626696
cz	-0.5	noun	-0.5	2	scuola	paterna	370.015672	2.568220118983154	0	0.718461	0.2697770893573761	0.20595144163406864
cedx	0.5	noun	-0.5	2	sedia	analogica	372.422193	2.5710355531102005	1	1.00834	0.14173067919909954	0.11793135131114751
cz	-0.5	noun	-0.5	2	sedia	elettrica	541.175345	2.7333380026810254	1	0.7201679999999999	0.29589689150452614	0.14275288189791047
cedx	0.5	noun	-0.5	2	segretaria	privata	288.016703	2.4594176746008465	1	0.893648	0.28836536034941673	0.29028630729706917
cedx	0.5	noun	-0.5	2	soldato	complesso	416.52284	2.61963882090247	1	0.949142	0.1440982837229967	0.12048866132042557
cedx	0.5	noun	-0.5	2	soldato	semplice	394.535758	2.596086370785792	1	0.911369	0.23032625392079353	0.083931854577324
cedx	0.5	noun	-0.5	2	sole	caldo	332.948391	2.522376920470462	1	0.5922879999999999	0.37691183388233185	0.33646451011055434
cedx	0.5	noun	-0.5	2	sole	freddo	370.853419	2.569202287246934	1	0.6241479999999999	0.3522321544587612	0.3576938540793342
cz	-0.5	noun	-0.5	2	sorriso	depresso	704.639556	2.8479670193026947	1	0.843623	0.21840600669384003	0.3196274973343728
cz	-0.5	noun	-0.5	2	sorriso	diabolico	685.167598	2.8357968167240997	1	0.8368990000000001	0.26938479766249657	0.31966077594230313
cz	-0.5	noun	-0.5	2	sorriso	divertito	571.589546	2.7570842772287447	0	0.61827	0.2512144409120083	0.5034819032916004
cedx	0.5	noun	-0.5	2	specchio	muto	341.184285	2.5329890192863425	1	0.76806	0.20689435675740242	0.329372974255424
cz	-0.5	noun	-0.5	2	stazione	centrale	358.610661	2.5546231963936177	1	0.6878960000000001	0.47584428638219833	0.4190549741534553
cedx	0.5	noun	-0.5	2	stazione	laterale	355.82574	2.551237361217345	1	0.80093	0.19759603776037693	0.1786901936369374
cedx	0.5	noun	-0.5	2	stella	rossa	350.712451	2.5449511844860258	1	0.667088	0.4219701364636421	0.28321203348290314
cedx	0.5	noun	-0.5	2	stella	verde	321.170638	2.506735834435242	1	0.913502	0.21525014378130436	0.15076214055860426
cz	-0.5	noun	-0.5	2	torre	medievale	342.426551	2.5345674315475666	1	0.754339	0.30627209693193436	0.690151873167059
cz	-0.5	noun	-0.5	2	torre	moderna	708.942547	2.8506110412029786	0	0.892562	0.24112088605761528	0.2632337770453206
cedx	0.5	noun	-0.5	2	uniforme	militare	364.807399	2.5620636380782122	1	0.767898	0.33674194663763046	0.1261977831598784
cz	-0.5	noun	-0.5	2	uova	fresche	333.000074	2.522444330016194	1	0.677354	0.36153218895196915	0.5662431419974366
cedx	0.5	noun	-0.5	2	uova	stantie	462.595735	2.665201624382495	0	0.864464	0.18767932429909706	0.07462379246241002
cz	-0.5	noun	-0.5	2	uva	bianca	401.501168	2.603686813014991	1	0.848542	0.30750293657183647	0.19995204144680467
cz	-0.5	noun	-0.5	2	uva	marrone	393.588431	2.59504232444756	1	0.83509	0.2657885439693928	0.21139487299283877
cedx	0.5	noun	-0.5	2	vedova	bianca	344.606996	2.5373240899818708	1	0.8084210000000001	0.3588878810405731	0.17917221297848196
cedx	0.5	noun	-0.5	2	vedova	nera	488.681033	2.689025483240795	0	0.780218	0.343965508043766	0.2302927933954254
cedx	0.5	noun	-0.5	2	zucchero	amaro	280.238759	2.4475282010986548	1	0.6750849999999999	0.2773638404905796	0.543150190546855
cedx	0.5	noun	-0.5	2	zucchero	dolce	339.493637	2.530831638876653	1	0.654304	0.3296000249683857	0.5192597140243527
cedx	0.5	noun	-0.5	3	albicocca	secca	548.912013	2.7395027354683	1	0.7187520000000001	0.3162410035729408	0.5690767612368812
cedx	0.5	noun	-0.5	3	albicocca	viola	491.913916	2.691889108707987	1	0.527671	0.27259038016200066	0.25158054207035807
cz	-0.5	noun	-0.5	3	alghe	fossili	330.835064	2.5196115326057194	1	0.7088220000000001	0.298440620303154	0.3676731103539146
cedx	0.5	noun	-0.5	3	alghe	marine	587.665751	2.7691303808877303	1	0.608399	0.43535394966602325	0.3707736081900823
cz	-0.5	noun	-0.5	3	animale	adolescente	729.79848	2.86320295449547	1	0.864467	0.2568953037261963	0.21905588976032409
cedx	0.5	noun	-0.5	3	animale	adulto	515.085088	2.7118789769955898	0	0.618753	0.35911018401384354	0.3782989163009496
cedx	0.5	noun	-0.5	3	arancia	salata	520.800199	2.71667114150596	1	0.876378	0.2513730265200138	0.5511826410125044
cz	-0.5	noun	-0.5	3	arma	bianca	611.870433	2.786659467585945	1	0.936895	0.217402171343565	0.1389418355429879
cedx	0.5	noun	-0.5	3	arma	nera	487.414183	2.687898162331304	1	0.99281	0.21304909139871597	0.23426072516172414
cedx	0.5	noun	-0.5	3	arma	perdente	526.154372	2.721113183453571	1	0.8775310000000001	0.16335944272577763	0.3057813473924631
cedx	0.5	noun	-0.5	3	arma	vincente	582.982823	2.7656557588993	1	0.819511	0.2295991200953722	0.22965833666970703
cedx	0.5	noun	-0.5	3	automobile	agonistica	467.182282	2.669486363694363	1	0.826823	0.18082776479423046	0.15957695604971267
cz	-0.5	noun	-0.5	3	automobile	sportiva	591.596139	2.772025330949489	1	0.758631	0.31015152484178543	0.24527352279200842
cz	-0.5	noun	-0.5	3	avvocato	attaccante	679.563813	2.8322302444865235	1	0.7590790000000001	0.26176048442721367	0.20517030239631395
cz	-0.5	noun	-0.5	3	avvocato	difensore	442.016024	2.6454380137125195	1	0.44316500000000003	0.4704829081892967	0.5640986035305157
cz	-0.5	noun	-0.5	3	bacio	distaccato	931.677699	2.9692657001716043	1	0.983259	0.015279696875950322	0.20812165541724936
cz	-0.5	noun	-0.5	3	bacio	passionale	522.764765	2.7183063079028496	1	0.7215739999999999	0.27903487905859947	0.4488381240438246
cz	-0.5	noun	-0.5	3	banana	rosa	538.64318	2.731301165421674	1	0.814661	0.2685186266899109	0.1976145457234456
cz	-0.5	noun	-0.5	3	bandiera	bianca	510.531436	2.708022488951819	1	0.684732	0.34679391607642174	0.2994256726005339
cz	-0.5	noun	-0.5	3	barba	lunga	536.257471	2.7293733557130095	1	0.811596	0.32244958728551865	0.17894658446826317
cedx	0.5	noun	-0.5	3	bistecca	bassa	422.28272	2.6256033102617744	1	0.940405	0.17622598446905613	0.12579820621847682
cz	-0.5	noun	-0.5	3	bottiglia	ocra	492.131123	2.692080831239627	1	0.853205	0.18193227238953114	0.17446407079653292
cedx	0.5	noun	-0.5	3	bottiglia	verde	498.594165	2.697747191690558	0	0.898686	0.22451960295438766	0.16464485738667733
cz	-0.5	noun	-0.5	3	braccio	armato	435.298271	2.6387869421478634	1	0.752888	0.31517235189676285	0.3926403379259267
cedx	0.5	noun	-0.5	3	braccio	calmo	686.329408	2.8365326080389983	1	0.822166	0.2126411646604538	0.28800195012107555
cz	-0.5	noun	-0.5	3	braccio	inerme	632.844887	2.80129727561769	1	0.726704	0.2384091205894947	0.4023855187917327
cedx	0.5	noun	-0.5	3	brezza	diurna	598.634254	2.777161563652789	1	0.68754	0.2646711394190788	0.24727994830815958
cz	-0.5	noun	-0.5	3	brezza	notturna	662.523868	2.8212015287280523	0	0.814256	0.21930839866399765	0.3751581155136803
cedx	0.5	noun	-0.5	3	cane	fedele	516.050783	2.7126924413393567	1	0.878063	0.2750668078660965	0.213522750960907
cedx	0.5	noun	-0.5	3	cane	infido	591.744202	2.7721340113383537	1	0.793918	0.226072046905756	0.24787474751334027
cedx	0.5	noun	-0.5	3	carota	grassa	476.219045	2.67780675976482	1	0.821836	0.27130618318915367	0.31121793647628904
cz	-0.5	noun	-0.5	3	casco	beige	871.877292	2.940455366632997	1	0.7846	0.15871575754135847	0.22118333002449186
cz	-0.5	noun	-0.5	3	cavallo	pazzo	434.585471	2.63807520295551	1	0.719265	0.3995155096054077	0.37472091554293097
cedx	0.5	noun	-0.5	3	cavallo	razionale	421.721755	2.6250260051712653	1	0.903464	0.10613321885466576	0.13797198586870918
cz	-0.5	noun	-0.5	3	caverna	buia	473.782352	2.6755788795784694	1	0.5475829999999999	0.3612513989210129	0.454527966701444
cz	-0.5	noun	-0.5	3	cenere	gialla	439.976729	2.643429706635832	1	0.822435	0.20430271700024605	0.2017596762549141
cz	-0.5	noun	-0.5	3	cuore	affollato	645.682552	2.8100190508126817	1	0.94702	0.20840153470635414	0.23276731213036184
cedx	0.5	noun	-0.5	3	cuore	aperto	440.702589	2.644145601871641	1	0.867681	0.282264307141304	0.19281328460894742
cedx	0.5	noun	-0.5	3	cuore	logico	552.058851	2.741985377189695	1	0.949962	0.14183794520795345	0.12292968740297217
cz	-0.5	noun	-0.5	3	cuore	matto	530.543617	2.7247210938806044	1	0.952782	0.30408861115574837	0.28624269838854155
cedx	0.5	noun	-0.5	3	cuore	solitario	443.972488	2.647356058673215	1	0.851199	0.3012188971042633	0.3417039188547859
cz	-0.5	noun	-0.5	3	denaro	difficile	578.740454	2.762483840640584	1	0.953732	0.14086881466209888	0.20681659682695008
cedx	0.5	noun	-0.5	3	denaro	facile	483.451249	2.6843526865725815	1	0.863129	0.19752413779497147	0.21270327951709544
cedx	0.5	noun	-0.5	3	denaro	sporco	593.675034	2.7735487857897683	1	0.642911	0.34373852610588074	0.22006035056974338
cedx	0.5	noun	-0.5	3	elefante	africano	312.575621	2.4949551026721304	0	0.617944	0.3814227879047394	0.2909769394802192
cedx	0.5	noun	-0.5	3	elefante	europeo	423.839971	2.627201911237838	1	0.878978	0.19611775875091553	0.09412376593253446
cz	-0.5	noun	-0.5	3	erba	rossa	413.956453	2.6169546570230158	1	0.841343	0.3038061186671257	0.2310238120523711
cedx	0.5	noun	-0.5	3	erba	secca	508.848541	2.7065885336209226	1	0.809669	0.260718934237957	0.4255355136634783
cz	-0.5	noun	-0.5	3	famiglia	semplice	460.293836	2.6630351591018586	1	1.05081	0.19875510595738888	0.06711052002181772
cz	-0.5	noun	-0.5	3	ferita	aperta	463.85623	2.6663833939322035	1	0.798561	0.3014269657433033	0.09350044125435764
cz	-0.5	noun	-0.5	3	ferita	otturata	641.592647	2.807259378054124	1	0.6919390000000001	0.2601533830165863	nan
cedx	0.5	noun	-0.5	3	ferro	caldo	367.211266	2.5649159968390567	1	0.750679	0.3137762248516083	0.21387825280103612
cedx	0.5	noun	-0.5	3	fiamma	pigra	653.751175	2.815412482442149	1	0.954586	0.153572091832757	0.0972954642132624
cz	-0.5	noun	-0.5	3	fiamma	viva	598.75026	2.777245715009744	1	0.783726	0.2946101501584053	0.15318389485285966
cz	-0.5	noun	-0.5	3	folla	rinsavita	721.717355	2.858367148820165	1	0.839333	0.1687691118568182	nan
cedx	0.5	noun	-0.5	3	formaggio	fiacco	619.312371	2.791909755293561	1	0.923882	0.1605277005583048	0.0771850518038486
cedx	0.5	noun	-0.5	3	formaggio	fresco	434.053281	2.63754304339272	1	0.593484	0.3501848876476288	0.6851910988973652
cz	-0.5	noun	-0.5	3	fragola	fresca	876.041508	2.9425246840999115	1	0.717123	0.3194972313940525	0.5591392148376614
cedx	0.5	noun	-0.5	3	fragola	rancida	471.164422	2.6731724890956126	1	0.663941	0.24179070070385933	0.11592745986740449
cedx	0.5	noun	-0.5	3	fumo	nero	371.856269	2.5703751075100896	1	0.812208	0.32503848895430565	0.13082850564040593
cedx	0.5	noun	-0.5	3	fumo	pulito	556.271048	2.745286456990903	1	0.841869	0.14533876813948154	0.1896509209092786
cz	-0.5	noun	-0.5	3	gallina	giovane	884.133458	2.946517825757726	1	0.826796	0.25562041252851486	0.20610276630521207
cedx	0.5	noun	-0.5	3	gallina	vecchia	532.80368	2.7265672157834424	1	0.763306	0.3605252429842949	0.23222978274302708
cz	-0.5	noun	-0.5	3	ghiaccio	snello	574.378308	2.759198029956753	1	0.960087	0.15401805192232132	0.11262567934325318
cz	-0.5	noun	-0.5	3	gufo	muto	625.005552	2.7958838752516817	1	0.815701	0.21084700152277946	0.27745876036622286
cedx	0.5	noun	-0.5	3	gufo	parlante	650.766857	2.8134254265811394	0	0.723986	0.3262294605374336	0.24708163792581495
cz	-0.5	noun	-0.5	3	inverno	lento	565.982339	2.7528028796078603	0	0.871128	0.2219063676893711	0.1512704516624409
cz	-0.5	noun	-0.5	3	inverno	lungo	550.036876	2.74039180677871	1	0.86466	0.2586267814040184	nan
cedx	0.5	noun	-0.5	3	investigatore	pubblico	397.087549	2.598886269624019	0	0.7356400000000001	0.27939198911190033	0.2659528840015024
cz	-0.5	noun	-0.5	3	lago	maggiore	577.220429	2.7613416932547317	1	0.922953	0.2991532161831856	0.05041958335152308
cedx	0.5	noun	-0.5	3	latte	diviso	391.175764	2.592371939451142	1	0.939622	0.09467680845409632	0.07064811590287634
cz	-0.5	noun	-0.5	3	latte	materno	579.326353	2.7629232845877287	0	0.6029800000000001	0.42501869797706604	0.37382898112971685
cz	-0.5	noun	-0.5	3	latte	paterno	999.126914	2.999620657944747	1	0.969623	0.20753974840044975	0.08513625110545309
cz	-0.5	noun	-0.5	3	letto	caldo	456.634991	2.6595691875220813	1	0.821632	0.19562644883990288	0.14158259962618047
cedx	0.5	noun	-0.5	3	letto	temperato	580.916429	2.7641136590087623	1	0.9636709999999999	0.09505188185721636	0.1715323009114902
cz	-0.5	noun	-0.5	3	limone	blu	386.787427	2.587472348365286	1	0.737665	0.2863672748208046	0.061975429089768164
cedx	0.5	noun	-0.5	3	limone	giallo	432.413407	2.635899150812848	1	0.723707	0.347186379134655	0.21184497231416222
cz	-0.5	noun	-0.5	3	limone	rosso	549.020825	2.7395888180585715	1	0.698731	0.32045847550034523	0.26052838909200937
cedx	0.5	noun	-0.5	3	mela	gialla	668.300371	2.824971702217825	1	0.7481519999999999	0.3081381544470787	0.32501525244363405
cedx	0.5	noun	-0.5	3	mela	nera	548.017206	2.7387941941660268	1	0.885539	0.269665140658617	0.15359974909366714
cz	-0.5	noun	-0.5	3	mela	rossa	375.403718	2.5744985695610008	1	0.804145	0.3494937941431999	0.2497925885439951
cz	-0.5	noun	-0.5	3	melanzana	gialla	580.164099	2.7635508508220483	1	0.647314	0.3486209660768509	0.26487736197637646
cedx	0.5	noun	-0.5	3	melanzana	viola	354.786642	2.5499672599339283	1	0.788748	0.3707217052578926	0.21992735335061964
cedx	0.5	noun	-0.5	3	notte	opaca	629.72382	2.799150121281899	1	0.932573	0.20476436242461205	0.06664396393034588
cz	-0.5	noun	-0.5	3	notte	superficiale	552.571556	2.7423885255494045	1	1.01228	0.12752355076372623	0.06660391439035507
cedx	0.5	noun	-0.5	3	oca	bianca	921.446161	2.964469964987878	1	0.728925	0.3143697753548622	0.19699363556759852
cedx	0.5	noun	-0.5	3	orso	affamato	454.804032	2.657824306208285	1	0.7435229999999999	0.33317190781235695	0.3580395169358874
cedx	0.5	noun	-0.5	3	orso	polare	453.139715	2.656232127174737	1	0.737036	0.38528771698474884	0.29274108258772336
cedx	0.5	noun	-0.5	3	orso	sazio	603.95134	2.7810019491827314	1	0.894186	0.21320319920778275	0.24069987547073035
cz	-0.5	noun	-0.5	3	orso	tropicale	638.392449	2.8050877414738964	1	0.813721	0.2131226882338524	0.22419646235666713
cedx	0.5	noun	-0.5	3	pecora	nera	457.183176	2.6600902403041715	1	0.7309570000000001	0.38131625950336456	0.23292583939626577
cedx	0.5	noun	-0.5	3	pelle	sensibile	446.610254	2.6499286900844887	1	0.764155	0.2917226254940033	0.40765116930379564
cedx	0.5	noun	-0.5	3	peperone	cremisi	517.972326	2.7143065570684946	1	0.77868	0.20727806724607944	0.14066387698033356
cz	-0.5	noun	-0.5	3	peperone	giallo	829.45067	2.918790562290641	0	0.592244	0.35326652228832245	0.2943692554608246
cz	-0.5	noun	-0.5	3	peperone	ocra	481.065331	2.6822040596713825	1	0.69827	0.20762163400650024	0.19317066129976257
cedx	0.5	noun	-0.5	3	peperone	rosso	534.697287	2.7281079805396176	1	0.588954	0.3921602591872215	0.37075455903055266
cedx	0.5	noun	-0.5	3	pera	corta	582.321077	2.7651625095982126	1	0.843301	0.1959917638450861	0.19289694662394996
cz	-0.5	noun	-0.5	3	persona	aperta	495.690653	2.695210729700401	1	0.983742	0.19385155104100704	0.13445630771407924
cedx	0.5	noun	-0.5	3	pianeta	blu	380.181629	2.5799911272146185	0	0.891621	0.2689633257687092	0.12605795786848062
cz	-0.5	noun	-0.5	3	pianeta	rosso	498.119454	2.6973335033864005	1	0.866105	0.3122847005724907	0.1364631502055058
cedx	0.5	noun	-0.5	3	piccione	verde	428.866308	2.6323219291385174	1	0.821995	0.2455398328602314	0.13133113103114646
cz	-0.5	noun	-0.5	3	poltrona	piena	404.610432	2.6070370759178045	0	0.972675	0.13411768525838852	0.14346737638531848
cedx	0.5	noun	-0.5	3	poltrona	vuota	528.745972	2.7232470719295074	0	0.765161	0.28215455636382103	0.24960600643698438
cz	-0.5	noun	-0.5	3	pomodoro	fresco	481.227363	2.682350313726091	1	0.634823	0.2939916253089905	0.6864097093111344
cz	-0.5	noun	-0.5	3	pomodoro	rancido	602.655994	2.780069480399855	1	0.670863	0.2584523521363735	0.22601746479997675
cedx	0.5	noun	-0.5	3	principe	azzurro	472.845781	2.6747195183662926	1	0.705777	0.3843027651309967	0.2562989518509684
cedx	0.5	noun	-0.5	3	quercia	stretta	380.943318	2.580860360160824	1	0.967057	0.2183153536170721	0.14881720362234174
cz	-0.5	noun	-0.5	3	romanzo	giallo	629.192397	2.7987834660795143	1	0.601623	0.393206350505352	0.23470357910746908
cedx	0.5	noun	-0.5	3	sale	grosso	508.293722	2.706114745709796	1	0.83607	0.2734149321913719	0.11970501605777528
cz	-0.5	noun	-0.5	3	sale	sottile	560.100935	2.7482662976553534	1	0.811165	0.09799576736986637	0.1852163965825735
